Date,Elliott Bay Trail in Myrtle Edwards Park Total,Ped North,Ped South,Bike North,Bike South
04/14/2016 07:00:00 AM,220,74,72,19,55
04/14/2016 08:00:00 AM,297,64,82,27,124
04/14/2016 09:00:00 AM,229,48,60,37,84
04/14/2016 10:00:00 AM,140,43,46,20,31
04/14/2016 11:00:00 AM,171,63,72,11,25
04/14/2016 12:00:00 PM,244,115,91,18,20
04/14/2016 01:00:00 PM,331,133,156,20,22
04/14/2016 02:00:00 PM,239,89,96,32,22
04/14/2016 03:00:00 PM,208,93,76,20,19
04/14/2016 04:00:00 PM,302,101,91,62,48
04/14/2016 05:00:00 PM,471,143,145,129,54
04/14/2016 06:00:00 PM,578,208,167,158,45
04/14/2016 07:00:00 PM,441,163,181,69,28
04/14/2016 08:00:00 PM,154,34,71,33,16
04/14/2016 09:00:00 PM,35,9,12,4,10
04/14/2016 10:00:00 PM,24,5,6,10,3
04/14/2016 11:00:00 PM,12,4,1,2,5
04/15/2016 12:00:00 AM,8,1,3,2,2
04/15/2016 01:00:00 AM,3,0,0,0,3
04/15/2016 02:00:00 AM,1,1,0,0,0
04/15/2016 03:00:00 AM,3,0,1,1,1
04/15/2016 04:00:00 AM,1,0,1,0,0
04/15/2016 05:00:00 AM,17,4,1,7,5
04/15/2016 06:00:00 AM,76,30,16,13,17
04/15/2016 07:00:00 AM,214,67,60,21,66
04/15/2016 08:00:00 AM,289,73,77,28,111
04/15/2016 09:00:00 AM,225,50,61,29,85
04/15/2016 10:00:00 AM,143,48,42,24,29
04/15/2016 11:00:00 AM,169,56,60,29,24
04/15/2016 12:00:00 PM,216,97,79,16,24
04/15/2016 01:00:00 PM,186,56,93,26,11
04/15/2016 02:00:00 PM,185,67,63,32,23
04/15/2016 03:00:00 PM,226,75,83,50,18
04/15/2016 04:00:00 PM,226,72,63,49,42
04/15/2016 05:00:00 PM,346,88,81,131,46
04/15/2016 06:00:00 PM,326,105,96,94,31
04/15/2016 07:00:00 PM,222,78,87,41,16
04/15/2016 08:00:00 PM,165,61,71,23,10
04/15/2016 09:00:00 PM,19,2,13,2,2
04/15/2016 10:00:00 PM,10,4,1,2,3
04/15/2016 11:00:00 PM,14,8,4,2,0
04/16/2016 12:00:00 AM,4,0,1,2,1
04/16/2016 01:00:00 AM,2,1,0,1,0
04/16/2016 02:00:00 AM,2,0,0,2,0
04/16/2016 03:00:00 AM,3,0,1,2,0
04/16/2016 04:00:00 AM,0,0,0,0,0
04/16/2016 05:00:00 AM,3,0,0,0,3
04/16/2016 06:00:00 AM,29,15,7,2,5
04/16/2016 07:00:00 AM,144,61,67,2,14
04/16/2016 08:00:00 AM,181,92,58,15,16
04/16/2016 09:00:00 AM,298,119,121,27,31
04/16/2016 10:00:00 AM,306,121,133,20,32
04/16/2016 11:00:00 AM,357,115,136,47,59
04/16/2016 12:00:00 PM,356,101,132,67,56
04/16/2016 01:00:00 PM,386,114,138,67,67
04/16/2016 02:00:00 PM,440,178,139,61,62
04/16/2016 03:00:00 PM,482,167,156,82,77
04/16/2016 04:00:00 PM,403,160,143,57,43
04/16/2016 05:00:00 PM,470,140,180,67,83
04/16/2016 06:00:00 PM,421,133,132,69,87
04/16/2016 07:00:00 PM,296,104,121,25,46
04/16/2016 08:00:00 PM,232,68,117,28,19
04/16/2016 09:00:00 PM,60,7,21,30,2
04/16/2016 10:00:00 PM,33,6,4,13,10
04/16/2016 11:00:00 PM,28,0,2,21,5
04/17/2016 12:00:00 AM,8,2,0,4,2
04/17/2016 01:00:00 AM,7,0,3,4,0
04/17/2016 02:00:00 AM,2,1,0,1,0
04/17/2016 03:00:00 AM,6,2,1,3,0
04/17/2016 04:00:00 AM,2,1,1,0,0
04/17/2016 05:00:00 AM,4,1,1,0,2
04/17/2016 06:00:00 AM,16,10,3,1,2
04/17/2016 07:00:00 AM,64,29,24,3,8
04/17/2016 08:00:00 AM,150,59,60,17,14
04/17/2016 09:00:00 AM,280,119,93,32,36
04/17/2016 10:00:00 AM,381,140,122,56,63
04/17/2016 11:00:00 AM,444,145,149,80,70
04/17/2016 12:00:00 PM,506,179,147,78,102
04/17/2016 01:00:00 PM,552,169,204,114,65
04/17/2016 02:00:00 PM,560,203,174,111,72
04/17/2016 03:00:00 PM,592,201,209,83,99
04/17/2016 04:00:00 PM,566,212,195,80,79
04/17/2016 05:00:00 PM,585,189,217,93,86
04/17/2016 06:00:00 PM,403,146,172,40,45
04/17/2016 07:00:00 PM,374,139,145,44,46
04/17/2016 08:00:00 PM,239,68,129,18,24
04/17/2016 09:00:00 PM,35,9,23,2,1
04/17/2016 10:00:00 PM,22,6,10,2,4
04/17/2016 11:00:00 PM,10,4,2,0,4
04/18/2016 12:00:00 AM,9,1,0,2,6
04/18/2016 01:00:00 AM,3,1,2,0,0
04/18/2016 02:00:00 AM,2,0,1,1,0
04/18/2016 03:00:00 AM,10,2,4,4,0
04/18/2016 04:00:00 AM,5,2,1,1,1
04/18/2016 05:00:00 AM,8,1,1,4,2
04/18/2016 06:00:00 AM,127,42,35,22,28
04/18/2016 07:00:00 AM,287,84,72,36,95
04/18/2016 08:00:00 AM,407,81,85,50,191
04/18/2016 09:00:00 AM,296,44,81,43,128
04/18/2016 10:00:00 AM,180,53,54,31,42
04/18/2016 11:00:00 AM,231,96,81,23,31
04/18/2016 12:00:00 PM,486,226,187,25,48
04/18/2016 01:00:00 PM,463,178,210,37,38
04/18/2016 02:00:00 PM,326,137,127,39,23
04/18/2016 03:00:00 PM,302,108,110,44,40
04/18/2016 04:00:00 PM,426,138,113,106,69
04/18/2016 05:00:00 PM,718,239,126,267,86
04/18/2016 06:00:00 PM,713,257,170,219,67
04/18/2016 07:00:00 PM,668,264,231,117,56
04/18/2016 08:00:00 PM,446,153,211,48,34
04/18/2016 09:00:00 PM,87,19,40,9,19
04/18/2016 10:00:00 PM,29,8,10,8,3
04/18/2016 11:00:00 PM,11,5,2,1,3
04/19/2016 12:00:00 AM,7,3,2,2,0
04/19/2016 01:00:00 AM,3,2,1,0,0
04/19/2016 02:00:00 AM,4,1,1,2,0
04/19/2016 03:00:00 AM,2,0,0,2,0
04/19/2016 04:00:00 AM,3,2,1,0,0
04/19/2016 05:00:00 AM,30,10,7,10,3
04/19/2016 06:00:00 AM,148,57,38,20,33
04/19/2016 07:00:00 AM,401,122,122,51,106
04/19/2016 08:00:00 AM,463,72,102,56,233
04/19/2016 09:00:00 AM,298,62,63,39,134
04/19/2016 10:00:00 AM,200,61,74,28,37
04/19/2016 11:00:00 AM,242,90,99,30,23
04/19/2016 12:00:00 PM,430,199,182,23,26
04/19/2016 01:00:00 PM,464,195,211,25,33
04/19/2016 02:00:00 PM,307,110,104,48,45
04/19/2016 03:00:00 PM,296,95,96,57,48
04/19/2016 04:00:00 PM,446,111,119,143,73
04/19/2016 05:00:00 PM,671,198,142,244,87
04/19/2016 06:00:00 PM,770,271,191,242,66
04/19/2016 07:00:00 PM,657,252,229,126,50
04/19/2016 08:00:00 PM,474,164,212,45,53
04/19/2016 09:00:00 PM,71,23,27,12,9
04/19/2016 10:00:00 PM,53,11,16,11,15
04/19/2016 11:00:00 PM,15,5,4,3,3
04/20/2016 12:00:00 AM,5,1,1,2,1
04/20/2016 01:00:00 AM,8,2,1,3,2
04/20/2016 02:00:00 AM,1,0,0,1,0
04/20/2016 03:00:00 AM,3,1,1,1,0
04/20/2016 04:00:00 AM,6,1,4,1,0
04/20/2016 05:00:00 AM,15,3,3,4,5
04/20/2016 06:00:00 AM,158,70,46,17,25
04/20/2016 07:00:00 AM,395,119,131,39,106
04/20/2016 08:00:00 AM,486,125,106,52,203
04/20/2016 09:00:00 AM,313,77,88,40,108
04/20/2016 10:00:00 AM,243,86,85,29,43
04/20/2016 11:00:00 AM,248,99,97,20,32
04/20/2016 12:00:00 PM,482,235,181,39,27
04/20/2016 01:00:00 PM,447,171,210,35,31
04/20/2016 02:00:00 PM,275,107,113,27,28
04/20/2016 03:00:00 PM,308,113,115,41,39
04/20/2016 04:00:00 PM,390,117,123,91,59
04/20/2016 05:00:00 PM,654,218,137,204,95
04/20/2016 06:00:00 PM,738,250,197,200,91
04/20/2016 07:00:00 PM,590,248,198,92,52
04/20/2016 08:00:00 PM,421,150,181,51,39
04/20/2016 09:00:00 PM,92,16,48,13,15
04/20/2016 10:00:00 PM,37,13,12,10,2
04/20/2016 11:00:00 PM,15,3,2,2,8
04/21/2016 12:00:00 AM,7,0,4,2,1
04/21/2016 01:00:00 AM,3,0,0,2,1
04/21/2016 02:00:00 AM,0,0,0,0,0
04/21/2016 03:00:00 AM,1,0,0,1,0
04/21/2016 04:00:00 AM,3,1,1,1,0
04/21/2016 05:00:00 AM,22,8,2,8,4
04/21/2016 06:00:00 AM,156,60,43,24,29
04/21/2016 07:00:00 AM,324,120,110,35,59
04/21/2016 08:00:00 AM,467,111,121,45,190
04/21/2016 09:00:00 AM,305,85,67,42,111
04/21/2016 10:00:00 AM,194,70,74,20,30
04/21/2016 11:00:00 AM,209,61,83,32,33
04/21/2016 12:00:00 PM,314,162,110,25,17
04/21/2016 01:00:00 PM,374,156,168,26,24
04/21/2016 02:00:00 PM,229,92,80,25,32
04/21/2016 03:00:00 PM,300,110,83,61,46
04/21/2016 04:00:00 PM,342,93,109,79,61
04/21/2016 05:00:00 PM,562,154,132,192,84
04/21/2016 06:00:00 PM,592,197,157,182,56
04/21/2016 07:00:00 PM,473,168,163,92,50
04/21/2016 08:00:00 PM,334,118,138,50,28
04/21/2016 09:00:00 PM,44,10,22,5,7
04/21/2016 10:00:00 PM,21,7,4,5,5
04/21/2016 11:00:00 PM,30,11,6,9,4
04/22/2016 12:00:00 AM,5,3,1,1,0
04/22/2016 01:00:00 AM,3,1,2,0,0
04/22/2016 02:00:00 AM,3,0,2,1,0
04/22/2016 03:00:00 AM,3,0,0,3,0
04/22/2016 04:00:00 AM,4,2,2,0,0
04/22/2016 05:00:00 AM,19,4,2,6,7
04/22/2016 06:00:00 AM,100,42,24,14,20
04/22/2016 07:00:00 AM,198,64,67,19,48
04/22/2016 08:00:00 AM,323,72,86,32,133
04/22/2016 09:00:00 AM,225,58,58,25,84
04/22/2016 10:00:00 AM,175,60,67,18,30
04/22/2016 11:00:00 AM,189,79,57,25,28
04/22/2016 12:00:00 PM,240,91,118,15,16
04/22/2016 01:00:00 PM,166,63,78,15,10
04/22/2016 02:00:00 PM,95,28,29,22,16
04/22/2016 03:00:00 PM,121,37,40,27,17
04/22/2016 04:00:00 PM,148,25,42,54,27
04/22/2016 05:00:00 PM,278,69,47,124,38
04/22/2016 06:00:00 PM,267,71,57,112,27
04/22/2016 07:00:00 PM,157,51,51,40,15
04/22/2016 08:00:00 PM,97,35,41,16,5
04/22/2016 09:00:00 PM,22,6,10,3,3
04/22/2016 10:00:00 PM,8,2,1,2,3
04/22/2016 11:00:00 PM,7,1,2,1,3
04/23/2016 12:00:00 AM,4,2,1,0,1
04/23/2016 01:00:00 AM,4,2,0,1,1
04/23/2016 02:00:00 AM,2,0,2,0,0
04/23/2016 03:00:00 AM,2,0,0,2,0
04/23/2016 04:00:00 AM,1,0,0,1,0
04/23/2016 05:00:00 AM,4,3,1,0,0
04/23/2016 06:00:00 AM,43,22,10,4,7
04/23/2016 07:00:00 AM,82,30,42,2,8
04/23/2016 08:00:00 AM,136,72,41,8,15
04/23/2016 09:00:00 AM,248,101,111,16,20
04/23/2016 10:00:00 AM,265,114,89,24,38
04/23/2016 11:00:00 AM,308,115,114,38,41
04/23/2016 12:00:00 PM,313,95,121,55,42
04/23/2016 01:00:00 PM,268,86,107,45,30
04/23/2016 02:00:00 PM,328,110,102,64,52
04/23/2016 03:00:00 PM,360,138,114,55,53
04/23/2016 04:00:00 PM,414,150,151,67,46
04/23/2016 05:00:00 PM,299,94,134,33,38
04/23/2016 06:00:00 PM,149,46,58,30,15
04/23/2016 07:00:00 PM,106,42,44,12,8
04/23/2016 08:00:00 PM,107,34,48,17,8
04/23/2016 09:00:00 PM,15,4,3,5,3
04/23/2016 10:00:00 PM,9,4,1,2,2
04/23/2016 11:00:00 PM,7,2,2,0,3
04/24/2016 12:00:00 AM,4,2,0,2,0
04/24/2016 01:00:00 AM,3,0,2,1,0
04/24/2016 02:00:00 AM,4,1,1,0,2
04/24/2016 03:00:00 AM,4,2,0,2,0
04/24/2016 04:00:00 AM,2,1,1,0,0
04/24/2016 05:00:00 AM,1,1,0,0,0
04/24/2016 06:00:00 AM,22,11,7,1,3
04/24/2016 07:00:00 AM,56,23,24,5,4
04/24/2016 08:00:00 AM,113,51,48,6,8
04/24/2016 09:00:00 AM,75,33,36,4,2
04/24/2016 10:00:00 AM,47,18,19,2,8
04/24/2016 11:00:00 AM,41,20,16,2,3
04/24/2016 12:00:00 PM,40,15,11,9,5
04/24/2016 01:00:00 PM,57,30,16,9,2
04/24/2016 02:00:00 PM,108,49,50,7,2
04/24/2016 03:00:00 PM,101,44,44,6,7
04/24/2016 04:00:00 PM,218,105,88,9,16
04/24/2016 05:00:00 PM,175,60,85,17,13
04/24/2016 06:00:00 PM,123,49,56,6,12
04/24/2016 07:00:00 PM,83,41,39,2,1
04/24/2016 08:00:00 PM,98,44,48,3,3
04/24/2016 09:00:00 PM,22,10,12,0,0
04/24/2016 10:00:00 PM,14,5,2,3,4
04/24/2016 11:00:00 PM,1,0,1,0,0
04/25/2016 12:00:00 AM,2,1,1,0,0
04/25/2016 01:00:00 AM,2,1,0,1,0
04/25/2016 02:00:00 AM,1,0,0,1,0
04/25/2016 03:00:00 AM,5,2,1,2,0
04/25/2016 04:00:00 AM,1,0,1,0,0
04/25/2016 05:00:00 AM,13,5,1,4,3
04/25/2016 06:00:00 AM,100,36,29,12,23
04/25/2016 07:00:00 AM,184,54,59,26,45
04/25/2016 08:00:00 AM,240,41,54,36,109
04/25/2016 09:00:00 AM,153,26,30,24,73
04/25/2016 10:00:00 AM,140,60,50,7,23
04/25/2016 11:00:00 AM,132,46,52,19,15
04/25/2016 12:00:00 PM,252,129,87,22,14
04/25/2016 01:00:00 PM,259,103,124,15,17
04/25/2016 02:00:00 PM,230,93,82,32,23
04/25/2016 03:00:00 PM,236,87,92,37,20
04/25/2016 04:00:00 PM,265,96,74,49,46
04/25/2016 05:00:00 PM,448,133,123,130,62
04/25/2016 06:00:00 PM,521,156,149,147,69
04/25/2016 07:00:00 PM,396,158,157,61,20
04/25/2016 08:00:00 PM,223,86,98,22,17
04/25/2016 09:00:00 PM,53,17,21,4,11
04/25/2016 10:00:00 PM,38,9,4,13,12
04/25/2016 11:00:00 PM,6,1,3,1,1
04/26/2016 12:00:00 AM,7,1,0,2,4
04/26/2016 01:00:00 AM,3,1,2,0,0
04/26/2016 02:00:00 AM,2,0,0,2,0
04/26/2016 03:00:00 AM,0,0,0,0,0
04/26/2016 04:00:00 AM,4,2,2,0,0
04/26/2016 05:00:00 AM,15,6,3,4,2
04/26/2016 06:00:00 AM,145,59,42,17,27
04/26/2016 07:00:00 AM,303,87,112,37,67
04/26/2016 08:00:00 AM,390,70,88,47,185
04/26/2016 09:00:00 AM,269,52,52,36,129
04/26/2016 10:00:00 AM,163,45,59,26,33
04/26/2016 11:00:00 AM,169,68,60,20,21
04/26/2016 12:00:00 PM,362,182,137,22,21
04/26/2016 01:00:00 PM,330,149,151,16,14
04/26/2016 02:00:00 PM,233,94,80,35,24
04/26/2016 03:00:00 PM,264,88,93,39,44
04/26/2016 04:00:00 PM,337,97,100,77,63
04/26/2016 05:00:00 PM,516,127,108,202,79
04/26/2016 06:00:00 PM,440,113,119,153,55
04/26/2016 07:00:00 PM,370,123,135,70,42
04/26/2016 08:00:00 PM,175,62,71,33,9
04/26/2016 09:00:00 PM,44,12,23,4,5
04/26/2016 10:00:00 PM,22,5,4,8,5
04/26/2016 11:00:00 PM,25,2,4,17,2
04/27/2016 12:00:00 AM,3,1,2,0,0
04/27/2016 01:00:00 AM,4,2,1,1,0
04/27/2016 02:00:00 AM,0,0,0,0,0
04/27/2016 03:00:00 AM,2,0,0,2,0
04/27/2016 04:00:00 AM,3,3,0,0,0
04/27/2016 05:00:00 AM,16,6,4,4,2
04/27/2016 06:00:00 AM,121,48,30,18,25
04/27/2016 07:00:00 AM,263,84,83,31,65
04/27/2016 08:00:00 AM,336,65,71,48,152
04/27/2016 09:00:00 AM,256,61,56,34,105
04/27/2016 10:00:00 AM,143,39,42,23,39
04/27/2016 11:00:00 AM,160,52,49,22,37
04/27/2016 12:00:00 PM,256,120,102,13,21
04/27/2016 01:00:00 PM,277,111,129,22,15
04/27/2016 02:00:00 PM,176,74,54,23,25
04/27/2016 03:00:00 PM,162,56,59,26,21
04/27/2016 04:00:00 PM,272,81,76,75,40
04/27/2016 05:00:00 PM,465,95,98,192,80
04/27/2016 06:00:00 PM,482,131,115,175,61
04/27/2016 07:00:00 PM,302,87,94,80,41
04/27/2016 08:00:00 PM,192,65,77,35,15
04/27/2016 09:00:00 PM,37,1,19,9,8
04/27/2016 10:00:00 PM,37,13,11,11,2
04/27/2016 11:00:00 PM,17,3,1,13,0
04/28/2016 12:00:00 AM,1,0,0,1,0
04/28/2016 01:00:00 AM,4,0,2,1,1
04/28/2016 02:00:00 AM,3,1,0,2,0
04/28/2016 03:00:00 AM,1,0,0,1,0
04/28/2016 04:00:00 AM,5,2,2,1,0
04/28/2016 05:00:00 AM,24,10,6,5,3
04/28/2016 06:00:00 AM,114,42,27,19,26
04/28/2016 07:00:00 AM,316,90,90,43,93
04/28/2016 08:00:00 AM,352,67,80,41,164
04/28/2016 09:00:00 AM,252,48,76,26,102
04/28/2016 10:00:00 AM,154,43,49,31,31
04/28/2016 11:00:00 AM,157,53,56,24,24
04/28/2016 12:00:00 PM,319,143,136,15,25
04/28/2016 01:00:00 PM,287,106,142,21,18
04/28/2016 02:00:00 PM,168,65,54,29,20
04/28/2016 03:00:00 PM,231,88,74,30,39
04/28/2016 04:00:00 PM,281,73,87,73,48
04/28/2016 05:00:00 PM,463,115,117,157,74
04/28/2016 06:00:00 PM,401,100,81,160,60
04/28/2016 07:00:00 PM,277,85,89,82,21
04/28/2016 08:00:00 PM,136,41,53,24,18
04/28/2016 09:00:00 PM,33,9,14,7,3
04/28/2016 10:00:00 PM,23,7,8,3,5
04/28/2016 11:00:00 PM,19,4,3,8,4
04/29/2016 12:00:00 AM,7,0,2,4,1
04/29/2016 01:00:00 AM,4,2,2,0,0
04/29/2016 02:00:00 AM,0,0,0,0,0
04/29/2016 03:00:00 AM,3,0,1,2,0
04/29/2016 04:00:00 AM,7,2,2,2,1
04/29/2016 05:00:00 AM,21,8,1,5,7
04/29/2016 06:00:00 AM,107,30,24,23,30
04/29/2016 07:00:00 AM,282,72,78,45,87
04/29/2016 08:00:00 AM,316,46,55,48,167
04/29/2016 09:00:00 AM,177,22,32,32,91
04/29/2016 10:00:00 AM,87,23,22,19,23
04/29/2016 11:00:00 AM,122,46,48,13,15
04/29/2016 12:00:00 PM,190,92,82,13,3
04/29/2016 01:00:00 PM,186,72,88,15,11
04/29/2016 02:00:00 PM,141,55,52,23,11
04/29/2016 03:00:00 PM,206,65,68,41,32
04/29/2016 04:00:00 PM,291,91,75,72,53
04/29/2016 05:00:00 PM,491,108,99,198,86
04/29/2016 06:00:00 PM,432,140,119,114,59
04/29/2016 07:00:00 PM,307,95,110,59,43
04/29/2016 08:00:00 PM,245,89,97,33,26
04/29/2016 09:00:00 PM,53,10,30,8,5
04/29/2016 10:00:00 PM,38,10,10,11,7
04/29/2016 11:00:00 PM,22,5,2,12,3
04/30/2016 12:00:00 AM,4,0,3,1,0
04/30/2016 01:00:00 AM,2,0,0,1,1
04/30/2016 02:00:00 AM,1,0,0,1,0
04/30/2016 03:00:00 AM,4,0,0,4,0
04/30/2016 04:00:00 AM,0,0,0,0,0
04/30/2016 05:00:00 AM,8,2,2,2,2
04/30/2016 06:00:00 AM,36,16,7,4,9
04/30/2016 07:00:00 AM,109,49,40,4,16
04/30/2016 08:00:00 AM,172,80,65,9,18
04/30/2016 09:00:00 AM,269,102,106,27,34
04/30/2016 10:00:00 AM,335,124,126,43,42
04/30/2016 11:00:00 AM,401,122,122,61,96
04/30/2016 12:00:00 PM,440,124,135,65,116
04/30/2016 01:00:00 PM,489,119,148,99,123
04/30/2016 02:00:00 PM,436,125,147,98,66
04/30/2016 03:00:00 PM,508,102,181,140,85
04/30/2016 04:00:00 PM,544,178,141,143,82
04/30/2016 05:00:00 PM,560,189,160,114,97
04/30/2016 06:00:00 PM,411,133,161,58,59
04/30/2016 07:00:00 PM,338,97,128,37,76
04/30/2016 08:00:00 PM,276,80,127,36,33
04/30/2016 09:00:00 PM,63,10,26,15,12
04/30/2016 10:00:00 PM,28,4,3,15,6
04/30/2016 11:00:00 PM,20,4,4,10,2
