year,day,hour,day_of_week,location,num_bikes
2016,7,19,3,MTS_Trail_west_of_I-90_Bridge,82
2016,7,20,3,MTS_Trail_west_of_I-90_Bridge,17
2016,7,21,3,MTS_Trail_west_of_I-90_Bridge,6
2016,7,22,3,MTS_Trail_west_of_I-90_Bridge,0
2016,7,23,3,MTS_Trail_west_of_I-90_Bridge,1
2016,8,0,4,MTS_Trail_west_of_I-90_Bridge,0
2016,8,1,4,MTS_Trail_west_of_I-90_Bridge,0
2016,8,2,4,MTS_Trail_west_of_I-90_Bridge,1
2016,8,3,4,MTS_Trail_west_of_I-90_Bridge,0
2016,8,4,4,MTS_Trail_west_of_I-90_Bridge,2
2016,8,5,4,MTS_Trail_west_of_I-90_Bridge,13
2016,8,6,4,MTS_Trail_west_of_I-90_Bridge,35
2016,8,7,4,MTS_Trail_west_of_I-90_Bridge,81
2016,8,8,4,MTS_Trail_west_of_I-90_Bridge,75
2016,8,9,4,MTS_Trail_west_of_I-90_Bridge,41
2016,8,10,4,MTS_Trail_west_of_I-90_Bridge,39
2016,8,11,4,MTS_Trail_west_of_I-90_Bridge,52
2016,8,12,4,MTS_Trail_west_of_I-90_Bridge,45
2016,8,13,4,MTS_Trail_west_of_I-90_Bridge,49
2016,8,14,4,MTS_Trail_west_of_I-90_Bridge,56
2016,8,15,4,MTS_Trail_west_of_I-90_Bridge,63
2016,8,16,4,MTS_Trail_west_of_I-90_Bridge,108
2016,8,17,4,MTS_Trail_west_of_I-90_Bridge,130
2016,8,18,4,MTS_Trail_west_of_I-90_Bridge,71
2016,8,19,4,MTS_Trail_west_of_I-90_Bridge,36
2016,8,20,4,MTS_Trail_west_of_I-90_Bridge,6
2016,8,21,4,MTS_Trail_west_of_I-90_Bridge,4
2016,8,22,4,MTS_Trail_west_of_I-90_Bridge,3
2016,8,23,4,MTS_Trail_west_of_I-90_Bridge,0
2016,9,0,5,MTS_Trail_west_of_I-90_Bridge,0
2016,9,1,5,MTS_Trail_west_of_I-90_Bridge,0
2016,9,2,5,MTS_Trail_west_of_I-90_Bridge,0
2016,9,3,5,MTS_Trail_west_of_I-90_Bridge,1
2016,9,4,5,MTS_Trail_west_of_I-90_Bridge,2
2016,9,5,5,MTS_Trail_west_of_I-90_Bridge,1
2016,9,6,5,MTS_Trail_west_of_I-90_Bridge,7
2016,9,7,5,MTS_Trail_west_of_I-90_Bridge,12
2016,9,8,5,MTS_Trail_west_of_I-90_Bridge,75
2016,9,9,5,MTS_Trail_west_of_I-90_Bridge,88
2016,9,10,5,MTS_Trail_west_of_I-90_Bridge,137
2016,9,11,5,MTS_Trail_west_of_I-90_Bridge,175
2016,9,12,5,MTS_Trail_west_of_I-90_Bridge,149
2016,9,13,5,MTS_Trail_west_of_I-90_Bridge,138
2016,9,14,5,MTS_Trail_west_of_I-90_Bridge,142
2016,9,15,5,MTS_Trail_west_of_I-90_Bridge,112
2016,9,16,5,MTS_Trail_west_of_I-90_Bridge,108
2016,9,17,5,MTS_Trail_west_of_I-90_Bridge,63
2016,9,18,5,MTS_Trail_west_of_I-90_Bridge,38
2016,9,19,5,MTS_Trail_west_of_I-90_Bridge,20
2016,9,20,5,MTS_Trail_west_of_I-90_Bridge,7
2016,9,21,5,MTS_Trail_west_of_I-90_Bridge,1
2016,9,22,5,MTS_Trail_west_of_I-90_Bridge,0
2016,9,23,5,MTS_Trail_west_of_I-90_Bridge,1
2016,10,0,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,1,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,2,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,3,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,4,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,5,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,6,6,MTS_Trail_west_of_I-90_Bridge,3
2016,10,7,6,MTS_Trail_west_of_I-90_Bridge,19
2016,10,8,6,MTS_Trail_west_of_I-90_Bridge,61
2016,10,9,6,MTS_Trail_west_of_I-90_Bridge,88
2016,10,10,6,MTS_Trail_west_of_I-90_Bridge,105
2016,10,11,6,MTS_Trail_west_of_I-90_Bridge,119
2016,10,12,6,MTS_Trail_west_of_I-90_Bridge,120
2016,10,13,6,MTS_Trail_west_of_I-90_Bridge,98
2016,10,14,6,MTS_Trail_west_of_I-90_Bridge,97
2016,10,15,6,MTS_Trail_west_of_I-90_Bridge,90
2016,10,16,6,MTS_Trail_west_of_I-90_Bridge,68
2016,10,17,6,MTS_Trail_west_of_I-90_Bridge,52
2016,10,18,6,MTS_Trail_west_of_I-90_Bridge,20
2016,10,19,6,MTS_Trail_west_of_I-90_Bridge,17
2016,10,20,6,MTS_Trail_west_of_I-90_Bridge,7
2016,10,21,6,MTS_Trail_west_of_I-90_Bridge,0
2016,10,22,6,MTS_Trail_west_of_I-90_Bridge,1
2016,10,23,6,MTS_Trail_west_of_I-90_Bridge,0
2016,11,0,0,MTS_Trail_west_of_I-90_Bridge,0
2016,11,1,0,MTS_Trail_west_of_I-90_Bridge,1
2016,11,2,0,MTS_Trail_west_of_I-90_Bridge,0
2016,11,3,0,MTS_Trail_west_of_I-90_Bridge,0
2016,11,4,0,MTS_Trail_west_of_I-90_Bridge,4
2016,11,5,0,MTS_Trail_west_of_I-90_Bridge,13
2016,11,6,0,MTS_Trail_west_of_I-90_Bridge,22
2016,11,7,0,MTS_Trail_west_of_I-90_Bridge,71
2016,11,8,0,MTS_Trail_west_of_I-90_Bridge,54
2016,11,9,0,MTS_Trail_west_of_I-90_Bridge,25
2016,11,10,0,MTS_Trail_west_of_I-90_Bridge,20
2016,11,11,0,MTS_Trail_west_of_I-90_Bridge,12
2016,11,12,0,MTS_Trail_west_of_I-90_Bridge,18
2016,11,13,0,MTS_Trail_west_of_I-90_Bridge,14
2016,11,14,0,MTS_Trail_west_of_I-90_Bridge,22
2016,11,15,0,MTS_Trail_west_of_I-90_Bridge,32
2016,11,16,0,MTS_Trail_west_of_I-90_Bridge,52
2016,11,17,0,MTS_Trail_west_of_I-90_Bridge,83
2016,11,18,0,MTS_Trail_west_of_I-90_Bridge,58
2016,11,19,0,MTS_Trail_west_of_I-90_Bridge,31
2016,11,20,0,MTS_Trail_west_of_I-90_Bridge,7
2016,11,21,0,MTS_Trail_west_of_I-90_Bridge,3
2016,11,22,0,MTS_Trail_west_of_I-90_Bridge,2
2016,11,23,0,MTS_Trail_west_of_I-90_Bridge,1
2016,12,0,1,MTS_Trail_west_of_I-90_Bridge,0
2016,12,1,1,MTS_Trail_west_of_I-90_Bridge,0
2016,12,2,1,MTS_Trail_west_of_I-90_Bridge,0
2016,12,3,1,MTS_Trail_west_of_I-90_Bridge,2
2016,12,4,1,MTS_Trail_west_of_I-90_Bridge,1
2016,12,5,1,MTS_Trail_west_of_I-90_Bridge,4
2016,12,6,1,MTS_Trail_west_of_I-90_Bridge,17
2016,12,7,1,MTS_Trail_west_of_I-90_Bridge,47
2016,12,8,1,MTS_Trail_west_of_I-90_Bridge,43
2016,12,9,1,MTS_Trail_west_of_I-90_Bridge,18
2016,12,10,1,MTS_Trail_west_of_I-90_Bridge,18
2016,12,11,1,MTS_Trail_west_of_I-90_Bridge,16
2016,12,12,1,MTS_Trail_west_of_I-90_Bridge,12
2016,12,13,1,MTS_Trail_west_of_I-90_Bridge,9
2016,12,14,1,MTS_Trail_west_of_I-90_Bridge,7
2016,12,15,1,MTS_Trail_west_of_I-90_Bridge,5
2016,12,16,1,MTS_Trail_west_of_I-90_Bridge,24
2016,12,17,1,MTS_Trail_west_of_I-90_Bridge,35
2016,12,18,1,MTS_Trail_west_of_I-90_Bridge,39
2016,12,19,1,MTS_Trail_west_of_I-90_Bridge,11
2016,12,20,1,MTS_Trail_west_of_I-90_Bridge,2
2016,12,21,1,MTS_Trail_west_of_I-90_Bridge,5
2016,12,22,1,MTS_Trail_west_of_I-90_Bridge,1
2016,12,23,1,MTS_Trail_west_of_I-90_Bridge,0
2016,13,0,2,MTS_Trail_west_of_I-90_Bridge,1
2016,13,1,2,MTS_Trail_west_of_I-90_Bridge,0
2016,13,2,2,MTS_Trail_west_of_I-90_Bridge,0
2016,13,3,2,MTS_Trail_west_of_I-90_Bridge,0
2016,13,4,2,MTS_Trail_west_of_I-90_Bridge,1
2016,13,5,2,MTS_Trail_west_of_I-90_Bridge,3
2016,13,6,2,MTS_Trail_west_of_I-90_Bridge,12
2016,13,7,2,MTS_Trail_west_of_I-90_Bridge,47
2016,13,8,2,MTS_Trail_west_of_I-90_Bridge,52
2016,13,9,2,MTS_Trail_west_of_I-90_Bridge,25
2016,13,10,2,MTS_Trail_west_of_I-90_Bridge,16
2016,13,11,2,MTS_Trail_west_of_I-90_Bridge,17
2016,13,12,2,MTS_Trail_west_of_I-90_Bridge,30
2016,13,13,2,MTS_Trail_west_of_I-90_Bridge,12
2016,13,14,2,MTS_Trail_west_of_I-90_Bridge,22
2016,13,15,2,MTS_Trail_west_of_I-90_Bridge,22
2016,13,16,2,MTS_Trail_west_of_I-90_Bridge,37
2016,13,17,2,MTS_Trail_west_of_I-90_Bridge,92
2016,13,18,2,MTS_Trail_west_of_I-90_Bridge,85
2016,13,19,2,MTS_Trail_west_of_I-90_Bridge,34
2016,13,20,2,MTS_Trail_west_of_I-90_Bridge,20
2016,13,21,2,MTS_Trail_west_of_I-90_Bridge,5
2016,13,22,2,MTS_Trail_west_of_I-90_Bridge,2
2016,13,23,2,MTS_Trail_west_of_I-90_Bridge,0
2016,14,0,3,MTS_Trail_west_of_I-90_Bridge,0
2016,14,1,3,MTS_Trail_west_of_I-90_Bridge,0
2016,14,2,3,MTS_Trail_west_of_I-90_Bridge,0
2016,14,3,3,MTS_Trail_west_of_I-90_Bridge,0
2016,14,4,3,MTS_Trail_west_of_I-90_Bridge,1
2016,14,5,3,MTS_Trail_west_of_I-90_Bridge,5
2016,14,6,3,MTS_Trail_west_of_I-90_Bridge,11
2016,14,7,3,MTS_Trail_west_of_I-90_Bridge,46
2016,14,8,3,MTS_Trail_west_of_I-90_Bridge,51
2016,14,9,3,MTS_Trail_west_of_I-90_Bridge,34
2016,14,10,3,MTS_Trail_west_of_I-90_Bridge,20
2016,14,11,3,MTS_Trail_west_of_I-90_Bridge,16
2016,14,12,3,MTS_Trail_west_of_I-90_Bridge,18
2016,14,13,3,MTS_Trail_west_of_I-90_Bridge,20
2016,14,14,3,MTS_Trail_west_of_I-90_Bridge,25
2016,14,15,3,MTS_Trail_west_of_I-90_Bridge,23
2016,14,16,3,MTS_Trail_west_of_I-90_Bridge,53
2016,14,17,3,MTS_Trail_west_of_I-90_Bridge,97
2016,14,18,3,MTS_Trail_west_of_I-90_Bridge,84
2016,14,19,3,MTS_Trail_west_of_I-90_Bridge,48
2016,14,20,3,MTS_Trail_west_of_I-90_Bridge,10
2016,14,21,3,MTS_Trail_west_of_I-90_Bridge,2
2016,14,22,3,MTS_Trail_west_of_I-90_Bridge,6
2016,14,23,3,MTS_Trail_west_of_I-90_Bridge,0
2016,15,0,4,MTS_Trail_west_of_I-90_Bridge,0
2016,15,1,4,MTS_Trail_west_of_I-90_Bridge,0
2016,15,2,4,MTS_Trail_west_of_I-90_Bridge,2
2016,15,3,4,MTS_Trail_west_of_I-90_Bridge,1
2016,15,4,4,MTS_Trail_west_of_I-90_Bridge,1
2016,15,5,4,MTS_Trail_west_of_I-90_Bridge,7
2016,15,6,4,MTS_Trail_west_of_I-90_Bridge,26
2016,15,7,4,MTS_Trail_west_of_I-90_Bridge,59
2016,15,8,4,MTS_Trail_west_of_I-90_Bridge,39
2016,15,9,4,MTS_Trail_west_of_I-90_Bridge,46
2016,15,10,4,MTS_Trail_west_of_I-90_Bridge,24
2016,15,11,4,MTS_Trail_west_of_I-90_Bridge,24
2016,15,12,4,MTS_Trail_west_of_I-90_Bridge,33
2016,15,13,4,MTS_Trail_west_of_I-90_Bridge,32
2016,15,14,4,MTS_Trail_west_of_I-90_Bridge,21
2016,15,15,4,MTS_Trail_west_of_I-90_Bridge,35
2016,15,16,4,MTS_Trail_west_of_I-90_Bridge,55
2016,15,17,4,MTS_Trail_west_of_I-90_Bridge,71
2016,15,18,4,MTS_Trail_west_of_I-90_Bridge,44
2016,15,19,4,MTS_Trail_west_of_I-90_Bridge,13
2016,15,20,4,MTS_Trail_west_of_I-90_Bridge,16
2016,15,21,4,MTS_Trail_west_of_I-90_Bridge,3
2016,15,22,4,MTS_Trail_west_of_I-90_Bridge,1
2016,15,23,4,MTS_Trail_west_of_I-90_Bridge,3
2016,16,0,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,1,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,2,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,3,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,4,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,5,5,MTS_Trail_west_of_I-90_Bridge,1
2016,16,6,5,MTS_Trail_west_of_I-90_Bridge,1
2016,16,7,5,MTS_Trail_west_of_I-90_Bridge,26
2016,16,8,5,MTS_Trail_west_of_I-90_Bridge,89
2016,16,9,5,MTS_Trail_west_of_I-90_Bridge,117
2016,16,10,5,MTS_Trail_west_of_I-90_Bridge,230
2016,16,11,5,MTS_Trail_west_of_I-90_Bridge,267
2016,16,12,5,MTS_Trail_west_of_I-90_Bridge,216
2016,16,13,5,MTS_Trail_west_of_I-90_Bridge,135
2016,16,14,5,MTS_Trail_west_of_I-90_Bridge,127
2016,16,15,5,MTS_Trail_west_of_I-90_Bridge,104
2016,16,16,5,MTS_Trail_west_of_I-90_Bridge,99
2016,16,17,5,MTS_Trail_west_of_I-90_Bridge,58
2016,16,18,5,MTS_Trail_west_of_I-90_Bridge,24
2016,16,19,5,MTS_Trail_west_of_I-90_Bridge,13
2016,16,20,5,MTS_Trail_west_of_I-90_Bridge,3
2016,16,21,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,22,5,MTS_Trail_west_of_I-90_Bridge,0
2016,16,23,5,MTS_Trail_west_of_I-90_Bridge,1
2016,17,0,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,1,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,2,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,3,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,4,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,5,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,6,6,MTS_Trail_west_of_I-90_Bridge,9
2016,17,7,6,MTS_Trail_west_of_I-90_Bridge,31
2016,17,8,6,MTS_Trail_west_of_I-90_Bridge,64
2016,17,9,6,MTS_Trail_west_of_I-90_Bridge,104
2016,17,10,6,MTS_Trail_west_of_I-90_Bridge,191
2016,17,11,6,MTS_Trail_west_of_I-90_Bridge,192
2016,17,12,6,MTS_Trail_west_of_I-90_Bridge,217
2016,17,13,6,MTS_Trail_west_of_I-90_Bridge,201
2016,17,14,6,MTS_Trail_west_of_I-90_Bridge,148
2016,17,15,6,MTS_Trail_west_of_I-90_Bridge,148
2016,17,16,6,MTS_Trail_west_of_I-90_Bridge,96
2016,17,17,6,MTS_Trail_west_of_I-90_Bridge,68
2016,17,18,6,MTS_Trail_west_of_I-90_Bridge,42
2016,17,19,6,MTS_Trail_west_of_I-90_Bridge,17
2016,17,20,6,MTS_Trail_west_of_I-90_Bridge,9
2016,17,21,6,MTS_Trail_west_of_I-90_Bridge,0
2016,17,22,6,MTS_Trail_west_of_I-90_Bridge,1
2016,17,23,6,MTS_Trail_west_of_I-90_Bridge,1
2016,18,0,0,MTS_Trail_west_of_I-90_Bridge,0
2016,18,1,0,MTS_Trail_west_of_I-90_Bridge,0
2016,18,2,0,MTS_Trail_west_of_I-90_Bridge,0
2016,18,3,0,MTS_Trail_west_of_I-90_Bridge,0
2016,18,4,0,MTS_Trail_west_of_I-90_Bridge,2
2016,18,5,0,MTS_Trail_west_of_I-90_Bridge,10
2016,18,6,0,MTS_Trail_west_of_I-90_Bridge,44
2016,18,7,0,MTS_Trail_west_of_I-90_Bridge,70
2016,18,8,0,MTS_Trail_west_of_I-90_Bridge,75
2016,18,9,0,MTS_Trail_west_of_I-90_Bridge,42
2016,18,10,0,MTS_Trail_west_of_I-90_Bridge,34
2016,18,11,0,MTS_Trail_west_of_I-90_Bridge,42
2016,18,12,0,MTS_Trail_west_of_I-90_Bridge,31
2016,18,13,0,MTS_Trail_west_of_I-90_Bridge,29
2016,18,14,0,MTS_Trail_west_of_I-90_Bridge,46
2016,18,15,0,MTS_Trail_west_of_I-90_Bridge,60
2016,18,16,0,MTS_Trail_west_of_I-90_Bridge,76
2016,18,17,0,MTS_Trail_west_of_I-90_Bridge,169
2016,18,18,0,MTS_Trail_west_of_I-90_Bridge,109
2016,18,19,0,MTS_Trail_west_of_I-90_Bridge,63
2016,18,20,0,MTS_Trail_west_of_I-90_Bridge,24
2016,18,21,0,MTS_Trail_west_of_I-90_Bridge,7
2016,18,22,0,MTS_Trail_west_of_I-90_Bridge,3
2016,18,23,0,MTS_Trail_west_of_I-90_Bridge,1
2016,19,0,1,MTS_Trail_west_of_I-90_Bridge,1
2016,19,1,1,MTS_Trail_west_of_I-90_Bridge,0
2016,19,2,1,MTS_Trail_west_of_I-90_Bridge,0
2016,19,3,1,MTS_Trail_west_of_I-90_Bridge,0
2016,19,4,1,MTS_Trail_west_of_I-90_Bridge,1
2016,19,5,1,MTS_Trail_west_of_I-90_Bridge,13
2016,19,6,1,MTS_Trail_west_of_I-90_Bridge,45
2016,19,7,1,MTS_Trail_west_of_I-90_Bridge,105
2016,19,8,1,MTS_Trail_west_of_I-90_Bridge,79
2016,19,9,1,MTS_Trail_west_of_I-90_Bridge,54
2016,19,10,1,MTS_Trail_west_of_I-90_Bridge,48
2016,19,11,1,MTS_Trail_west_of_I-90_Bridge,54
2016,19,12,1,MTS_Trail_west_of_I-90_Bridge,31
2016,19,13,1,MTS_Trail_west_of_I-90_Bridge,36
2016,19,14,1,MTS_Trail_west_of_I-90_Bridge,47
2016,19,15,1,MTS_Trail_west_of_I-90_Bridge,60
2016,19,16,1,MTS_Trail_west_of_I-90_Bridge,107
2016,19,17,1,MTS_Trail_west_of_I-90_Bridge,153
2016,19,18,1,MTS_Trail_west_of_I-90_Bridge,174
2016,19,19,1,MTS_Trail_west_of_I-90_Bridge,95
2016,19,20,1,MTS_Trail_west_of_I-90_Bridge,24
2016,19,21,1,MTS_Trail_west_of_I-90_Bridge,10
2016,19,22,1,MTS_Trail_west_of_I-90_Bridge,1
2016,19,23,1,MTS_Trail_west_of_I-90_Bridge,5
2016,20,0,2,MTS_Trail_west_of_I-90_Bridge,0
2016,20,1,2,MTS_Trail_west_of_I-90_Bridge,0
2016,20,2,2,MTS_Trail_west_of_I-90_Bridge,0
2016,20,3,2,MTS_Trail_west_of_I-90_Bridge,0
2016,20,4,2,MTS_Trail_west_of_I-90_Bridge,2
2016,20,5,2,MTS_Trail_west_of_I-90_Bridge,15
2016,20,6,2,MTS_Trail_west_of_I-90_Bridge,48
2016,20,7,2,MTS_Trail_west_of_I-90_Bridge,79
2016,20,8,2,MTS_Trail_west_of_I-90_Bridge,81
2016,20,9,2,MTS_Trail_west_of_I-90_Bridge,59
2016,20,10,2,MTS_Trail_west_of_I-90_Bridge,31
2016,20,11,2,MTS_Trail_west_of_I-90_Bridge,28
2016,20,12,2,MTS_Trail_west_of_I-90_Bridge,34
2016,20,13,2,MTS_Trail_west_of_I-90_Bridge,39
2016,20,14,2,MTS_Trail_west_of_I-90_Bridge,32
2016,20,15,2,MTS_Trail_west_of_I-90_Bridge,46
2016,20,16,2,MTS_Trail_west_of_I-90_Bridge,90
2016,20,17,2,MTS_Trail_west_of_I-90_Bridge,147
2016,20,18,2,MTS_Trail_west_of_I-90_Bridge,143
2016,20,19,2,MTS_Trail_west_of_I-90_Bridge,87
2016,20,20,2,MTS_Trail_west_of_I-90_Bridge,44
2016,20,21,2,MTS_Trail_west_of_I-90_Bridge,6
2016,20,22,2,MTS_Trail_west_of_I-90_Bridge,1
2016,20,23,2,MTS_Trail_west_of_I-90_Bridge,1
2016,21,0,3,MTS_Trail_west_of_I-90_Bridge,1
2016,21,1,3,MTS_Trail_west_of_I-90_Bridge,0
2016,21,2,3,MTS_Trail_west_of_I-90_Bridge,1
2016,21,3,3,MTS_Trail_west_of_I-90_Bridge,0
2016,21,4,3,MTS_Trail_west_of_I-90_Bridge,2
2016,21,5,3,MTS_Trail_west_of_I-90_Bridge,9
2016,21,6,3,MTS_Trail_west_of_I-90_Bridge,30
2016,21,7,3,MTS_Trail_west_of_I-90_Bridge,74
2016,21,8,3,MTS_Trail_west_of_I-90_Bridge,59
2016,21,9,3,MTS_Trail_west_of_I-90_Bridge,39
2016,21,10,3,MTS_Trail_west_of_I-90_Bridge,29
2016,21,11,3,MTS_Trail_west_of_I-90_Bridge,17
2016,21,12,3,MTS_Trail_west_of_I-90_Bridge,28
2016,21,13,3,MTS_Trail_west_of_I-90_Bridge,35
2016,21,14,3,MTS_Trail_west_of_I-90_Bridge,42
2016,21,15,3,MTS_Trail_west_of_I-90_Bridge,52
2016,21,16,3,MTS_Trail_west_of_I-90_Bridge,95
2016,21,17,3,MTS_Trail_west_of_I-90_Bridge,154
2016,21,18,3,MTS_Trail_west_of_I-90_Bridge,144
2016,21,19,3,MTS_Trail_west_of_I-90_Bridge,82
2016,21,20,3,MTS_Trail_west_of_I-90_Bridge,22
2016,21,21,3,MTS_Trail_west_of_I-90_Bridge,2
2016,21,22,3,MTS_Trail_west_of_I-90_Bridge,1
2016,21,23,3,MTS_Trail_west_of_I-90_Bridge,0
2016,22,0,4,MTS_Trail_west_of_I-90_Bridge,0
2016,22,1,4,MTS_Trail_west_of_I-90_Bridge,0
2016,22,2,4,MTS_Trail_west_of_I-90_Bridge,1
2016,22,3,4,MTS_Trail_west_of_I-90_Bridge,0
2016,22,4,4,MTS_Trail_west_of_I-90_Bridge,3
2016,22,5,4,MTS_Trail_west_of_I-90_Bridge,10
2016,22,6,4,MTS_Trail_west_of_I-90_Bridge,23
2016,22,7,4,MTS_Trail_west_of_I-90_Bridge,57
2016,22,8,4,MTS_Trail_west_of_I-90_Bridge,43
2016,22,9,4,MTS_Trail_west_of_I-90_Bridge,29
2016,22,10,4,MTS_Trail_west_of_I-90_Bridge,18
2016,22,11,4,MTS_Trail_west_of_I-90_Bridge,23
2016,22,12,4,MTS_Trail_west_of_I-90_Bridge,24
2016,22,13,4,MTS_Trail_west_of_I-90_Bridge,13
2016,22,14,4,MTS_Trail_west_of_I-90_Bridge,8
2016,22,15,4,MTS_Trail_west_of_I-90_Bridge,21
2016,22,16,4,MTS_Trail_west_of_I-90_Bridge,36
2016,22,17,4,MTS_Trail_west_of_I-90_Bridge,58
2016,22,18,4,MTS_Trail_west_of_I-90_Bridge,40
2016,22,19,4,MTS_Trail_west_of_I-90_Bridge,17
2016,22,20,4,MTS_Trail_west_of_I-90_Bridge,3
2016,22,21,4,MTS_Trail_west_of_I-90_Bridge,1
2016,22,22,4,MTS_Trail_west_of_I-90_Bridge,0
2016,22,23,4,MTS_Trail_west_of_I-90_Bridge,1
2016,23,0,5,MTS_Trail_west_of_I-90_Bridge,0
2016,23,1,5,MTS_Trail_west_of_I-90_Bridge,0
2016,23,2,5,MTS_Trail_west_of_I-90_Bridge,1
2016,23,3,5,MTS_Trail_west_of_I-90_Bridge,0
2016,23,4,5,MTS_Trail_west_of_I-90_Bridge,1
2016,23,5,5,MTS_Trail_west_of_I-90_Bridge,2
2016,23,6,5,MTS_Trail_west_of_I-90_Bridge,4
2016,23,7,5,MTS_Trail_west_of_I-90_Bridge,23
2016,23,8,5,MTS_Trail_west_of_I-90_Bridge,90
2016,23,9,5,MTS_Trail_west_of_I-90_Bridge,102
2016,23,10,5,MTS_Trail_west_of_I-90_Bridge,140
2016,23,11,5,MTS_Trail_west_of_I-90_Bridge,168
2016,23,12,5,MTS_Trail_west_of_I-90_Bridge,121
2016,23,13,5,MTS_Trail_west_of_I-90_Bridge,112
2016,23,14,5,MTS_Trail_west_of_I-90_Bridge,116
2016,23,15,5,MTS_Trail_west_of_I-90_Bridge,77
2016,23,16,5,MTS_Trail_west_of_I-90_Bridge,56
2016,23,17,5,MTS_Trail_west_of_I-90_Bridge,53
2016,23,18,5,MTS_Trail_west_of_I-90_Bridge,12
2016,23,19,5,MTS_Trail_west_of_I-90_Bridge,9
2016,23,20,5,MTS_Trail_west_of_I-90_Bridge,2
2016,23,21,5,MTS_Trail_west_of_I-90_Bridge,3
2016,23,22,5,MTS_Trail_west_of_I-90_Bridge,1
2016,23,23,5,MTS_Trail_west_of_I-90_Bridge,0
2016,24,0,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,1,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,2,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,3,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,4,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,5,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,6,6,MTS_Trail_west_of_I-90_Bridge,2
2016,24,7,6,MTS_Trail_west_of_I-90_Bridge,29
2016,24,8,6,MTS_Trail_west_of_I-90_Bridge,51
2016,24,9,6,MTS_Trail_west_of_I-90_Bridge,25
2016,24,10,6,MTS_Trail_west_of_I-90_Bridge,26
2016,24,11,6,MTS_Trail_west_of_I-90_Bridge,15
2016,24,12,6,MTS_Trail_west_of_I-90_Bridge,9
2016,24,13,6,MTS_Trail_west_of_I-90_Bridge,15
2016,24,14,6,MTS_Trail_west_of_I-90_Bridge,8
2016,24,15,6,MTS_Trail_west_of_I-90_Bridge,8
2016,24,16,6,MTS_Trail_west_of_I-90_Bridge,19
2016,24,17,6,MTS_Trail_west_of_I-90_Bridge,13
2016,24,18,6,MTS_Trail_west_of_I-90_Bridge,4
2016,24,19,6,MTS_Trail_west_of_I-90_Bridge,8
2016,24,20,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,21,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,22,6,MTS_Trail_west_of_I-90_Bridge,0
2016,24,23,6,MTS_Trail_west_of_I-90_Bridge,0
2016,25,0,0,MTS_Trail_west_of_I-90_Bridge,0
2016,25,1,0,MTS_Trail_west_of_I-90_Bridge,0
2016,25,2,0,MTS_Trail_west_of_I-90_Bridge,0
2016,25,3,0,MTS_Trail_west_of_I-90_Bridge,0
2016,25,4,0,MTS_Trail_west_of_I-90_Bridge,2
2016,25,5,0,MTS_Trail_west_of_I-90_Bridge,15
2016,25,6,0,MTS_Trail_west_of_I-90_Bridge,22
2016,25,7,0,MTS_Trail_west_of_I-90_Bridge,58
2016,25,8,0,MTS_Trail_west_of_I-90_Bridge,31
2016,25,9,0,MTS_Trail_west_of_I-90_Bridge,22
2016,25,10,0,MTS_Trail_west_of_I-90_Bridge,11
2016,25,11,0,MTS_Trail_west_of_I-90_Bridge,13
2016,25,12,0,MTS_Trail_west_of_I-90_Bridge,11
2016,25,13,0,MTS_Trail_west_of_I-90_Bridge,12
2016,25,14,0,MTS_Trail_west_of_I-90_Bridge,28
2016,25,15,0,MTS_Trail_west_of_I-90_Bridge,22
2016,25,16,0,MTS_Trail_west_of_I-90_Bridge,64
2016,25,17,0,MTS_Trail_west_of_I-90_Bridge,87
2016,25,18,0,MTS_Trail_west_of_I-90_Bridge,88
2016,25,19,0,MTS_Trail_west_of_I-90_Bridge,35
2016,25,20,0,MTS_Trail_west_of_I-90_Bridge,9
2016,25,21,0,MTS_Trail_west_of_I-90_Bridge,6
2016,25,22,0,MTS_Trail_west_of_I-90_Bridge,3
